deliveryIndex,timestamp,alpha,beta,evaporationRate,Q,acoLength,acoPath,dijkstraLength,dijkstraPath,ratio
1681,227.88,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1682,228.00,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1683,228.10,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1684,228.20,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1685,228.32,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1686,228.42,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1687,228.52,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1688,228.63,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1689,228.73,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1690,228.84,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1691,228.93,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1692,229.04,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1693,229.13,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1694,229.24,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1695,229.34,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1696,229.45,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1697,229.56,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1698,229.66,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1699,229.76,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1700,229.88,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1701,229.97,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1702,230.08,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1703,230.18,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1704,230.28,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1705,230.38,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1706,230.50,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1707,230.61,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1708,230.70,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1709,230.81,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1710,230.92,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1711,231.02,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1712,231.12,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1713,231.22,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1714,231.34,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1715,231.44,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1716,231.54,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1717,231.66,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1718,231.75,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1719,231.86,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1720,231.95,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1721,232.06,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1722,232.16,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1723,232.27,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1724,232.38,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1725,232.47,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1726,232.58,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1727,232.70,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1728,232.79,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1729,232.90,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1730,233.00,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1731,233.10,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1732,233.20,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1733,233.31,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1734,233.43,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1735,233.52,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1736,233.63,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1737,233.74,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1738,233.84,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1739,233.94,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1740,234.04,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1741,234.15,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1742,234.26,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1743,234.36,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1744,234.47,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1745,234.57,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1746,234.68,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1747,234.77,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1748,234.88,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1749,234.97,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1750,235.09,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1751,235.20,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1752,235.29,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1753,235.40,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1754,235.52,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1755,235.61,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1756,235.72,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1757,235.81,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1758,235.92,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1759,236.02,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1760,236.13,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1761,236.25,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1762,236.34,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1763,236.45,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1764,236.56,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1765,236.65,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1766,236.76,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1767,236.86,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1768,236.97,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1769,237.08,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1770,237.18,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1771,237.29,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1772,237.39,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1773,237.49,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1774,237.59,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1775,237.70,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1776,237.79,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1777,237.91,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1778,238.02,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1779,238.11,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1780,238.22,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1781,238.34,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1782,238.43,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1783,238.63,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1784,238.74,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1785,238.84,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1786,238.95,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1787,239.08,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1788,239.16,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1789,239.28,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1790,239.37,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1791,239.48,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1792,239.59,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1793,239.69,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1794,239.80,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1795,239.88,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1796,240.00,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1797,240.11,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1798,240.20,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1799,240.32,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1800,240.37,3.00,1.00,0.100,10000,479.39,Y->G->J->N->M->L->U->Q->R->O,212.74,Y->G->J->O,2.2534
1801,240.42,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1802,240.52,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1803,240.62,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1804,240.72,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1805,240.82,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1806,240.94,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1807,241.04,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1808,241.14,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1809,241.24,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1810,241.36,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1811,241.46,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1812,241.56,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1813,241.66,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1814,241.77,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1815,241.86,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1816,241.98,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1817,242.10,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1818,242.18,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1819,242.30,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1820,242.40,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1821,242.50,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1822,242.61,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1823,242.70,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1824,242.82,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1825,242.93,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1826,243.02,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1827,243.14,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1828,243.24,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1829,243.34,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1830,243.44,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1831,243.54,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1832,243.64,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1833,243.76,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1834,243.86,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1835,243.96,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1836,244.06,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1837,244.18,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1838,244.28,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1839,244.38,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1840,244.48,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1841,244.58,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1842,244.68,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1843,244.80,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1844,244.92,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1845,245.00,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1846,245.12,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1847,245.22,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1848,245.32,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1849,245.43,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1850,245.52,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1851,245.64,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1852,245.74,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
