deliveryIndex,timestamp,alpha,beta,evaporationRate,Q,acoLength,acoPath,dijkstraLength,dijkstraPath,ratio
1197,180.20,3.00,1.00,0.100,10000,1207.15,Y->D->A->B->C->F->J->G->K->P->S->T->S->W->U->L->I->E->M->Q->N->M->N->J->O,212.74,Y->G->J->O,5.6742
1198,180.53,3.00,1.00,0.100,10000,281.23,Y->D->G->J->O,212.74,Y->G->J->O,1.3219
1199,180.57,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1200,180.58,3.00,1.00,0.100,10000,558.53,Y->D->C->A->B->F->J->N->M->Q->U->R->O,212.74,Y->G->J->O,2.6254
1201,180.71,3.00,1.00,0.100,10000,1240.78,Y->D->G->K->P->S->V->S->T->S->W->U->L->H->B->A->C->F->E->N->M->Q->R->O,212.74,Y->G->J->O,5.8323
1202,180.76,3.00,1.00,0.100,10000,292.23,Y->D->G->K->P->O,212.74,Y->G->J->O,1.3736
1203,180.82,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1204,180.99,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1205,181.05,3.00,1.00,0.100,10000,340.49,Y->G->D->A->C->F->J->O,212.74,Y->G->J->O,1.6005
1206,181.10,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1207,181.18,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1208,181.22,3.00,1.00,0.100,10000,292.23,Y->D->G->K->P->O,212.74,Y->G->J->O,1.3736
1209,181.26,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1210,181.28,3.00,1.00,0.100,10000,1098.66,Y->D->C->F->E->N->M->L->H->B->A->C->B->E->I->L->U->W->S->P->O,212.74,Y->G->J->O,5.1643
1211,181.28,3.00,1.00,0.100,10000,924.57,Y->D->C->A->B->F->J->N->M->L->H->B->E->I->L->U->Q->R->O,212.74,Y->G->J->O,4.3460
1212,181.36,3.00,1.00,0.100,10000,852.94,Y->D->A->C->B->E->N->M->Q->U->L->H->B->F->J->O,212.74,Y->G->J->O,4.0093
1213,181.47,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1214,181.55,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1215,181.82,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1216,181.94,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1217,182.03,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1218,182.06,3.00,1.00,0.100,10000,675.05,Y->G->D->C->B->A->B->E->N->M->Q->R->U->P->O,212.74,Y->G->J->O,3.1731
1219,182.10,3.00,1.00,0.100,10000,1391.73,Y->D->A->B->F->E->M->Q->N->J->G->S->P->K->P->U->L->H->B->C->D->A->C->F->J->O,212.74,Y->G->J->O,6.5419
1220,182.14,3.00,1.00,0.100,10000,796.11,Y->G->D->C->B->E->I->L->M->Q->R->U->W->S->V->S->P->O,212.74,Y->G->J->O,3.7421
1221,182.14,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1222,182.22,3.00,1.00,0.100,10000,829.73,Y->G->J->F->C->A->B->E->I->L->M->N->Q->R->U->W->S->P->O,212.74,Y->G->J->O,3.9002
1223,182.24,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1224,182.29,3.00,1.00,0.100,10000,1283.05,Y->G->J->N->Q->R->U->L->H->B->F->C->D->A->C->F->E->I->E->M->U->W->S->P->O,212.74,Y->G->J->O,6.0310
1225,182.34,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1226,182.44,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1227,182.52,3.00,1.00,0.100,10000,442.97,Y->D->C->B->A->D->G->K->P->O,212.74,Y->G->J->O,2.0822
1228,182.56,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1229,182.67,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1230,182.76,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1231,182.87,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1232,182.98,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1233,183.01,3.00,1.00,0.100,10000,982.00,Y->G->K->P->S->V->S->T->S->W->U->M->L->I->E->F->J->N->Q->R->O,212.74,Y->G->J->O,4.6159
1234,183.08,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1235,183.11,3.00,1.00,0.100,10000,1037.95,Y->D->C->F->J->N->M->L->I->E->B->A->B->H->L->U->W->S->P->O,212.74,Y->G->J->O,4.8789
1236,183.17,3.00,1.00,0.100,10000,663.73,Y->D->A->B->E->I->L->U->R->Q->M->N->J->O,212.74,Y->G->J->O,3.1199
1237,183.18,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1238,183.21,3.00,1.00,0.100,10000,575.01,Y->G->D->C->A->B->E->I->L->M->U->R->O,212.74,Y->G->J->O,2.7029
1239,183.28,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1240,183.40,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1241,183.50,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1242,183.60,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1243,183.81,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1244,183.92,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1245,183.98,3.00,1.00,0.100,10000,997.21,Y->D->A->C->B->H->L->I->E->M->N->Q->U->W->S->V->S->P->O,212.74,Y->G->J->O,4.6874
1246,184.01,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1247,184.06,3.00,1.00,0.100,10000,802.34,Y->G->D->C->F->E->B->A->B->H->L->I->E->M->N->J->O,212.74,Y->G->J->O,3.7714
1248,184.12,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1249,184.21,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1250,184.33,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1251,184.44,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1252,184.53,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1253,184.58,3.00,1.00,0.100,10000,797.07,Y->G->J->F->E->B->H->L->I->L->M->N->Q->U->P->O,212.74,Y->G->J->O,3.7466
1254,184.64,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1255,184.76,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1256,184.84,3.00,1.00,0.100,10000,653.89,Y->D->C->F->B->E->I->L->M->N->J->G->K->P->O,212.74,Y->G->J->O,3.0736
1257,184.85,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1258,184.96,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1259,184.97,3.00,1.00,0.100,10000,725.66,Y->D->C->A->B->H->L->I->E->F->J->G->K->P->O,212.74,Y->G->J->O,3.4110
1260,185.04,3.00,1.00,0.100,10000,408.90,Y->D->C->F->J->N->M->Q->R->O,212.74,Y->G->J->O,1.9220
1261,185.06,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1262,185.16,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1263,185.22,3.00,1.00,0.100,10000,986.78,Y->G->J->N->Q->U->L->M->E->B->C->A->D->Y->G->K->P->O,212.74,Y->G->J->O,4.6384
1264,185.26,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1265,185.37,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1266,185.38,3.00,1.00,0.100,10000,1658.84,Y->G->J->N->Q->U->L->I->E->M->E->F->B->A->C->D->Y->D->C->F->B->H->B->C->F->B->F->J->O,212.74,Y->G->J->O,7.7974
1267,185.49,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1268,185.58,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1269,185.69,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1270,185.80,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1271,185.90,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1272,186.01,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1273,186.10,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1274,186.21,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1275,186.32,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1276,186.42,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1277,186.53,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1278,186.63,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1279,186.70,3.00,1.00,0.100,10000,2218.12,Y->D->G->K->P->S->W->U->R->Q->N->E->I->L->M->N->J->F->B->A->C->A->C->F->E->F->C->F->B->H->L->M->E->N->M->Q->U->W->U->L->I->E->N->J->O,212.74,Y->G->J->O,10.4263
1280,186.72,3.00,1.00,0.100,10000,1198.44,Y->G->K->P->U->R->Q->N->E->B->F->C->D->A->D->A->B->H->L->I->L->M->N->J->O,212.74,Y->G->J->O,5.6333
1281,186.74,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1282,186.83,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1283,186.95,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1284,186.96,3.00,1.00,0.100,10000,212.74,Y->G->J->O,212.74,Y->G->J->O,1.0000
1285,187.02,3.00,1.00,0.100,10000,1432.35,Y->D->G->K->P->S->W->U->Q->M->L->H->B->E->N->J->F->C->A->C->F->B->F->E->I->L->U->R->O,212.74,Y->G->J->O,6.7328
1286,187.15,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1287,187.26,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1288,187.34,3.00,1.00,0.100,10000,1358.40,Y->G->D->C->F->J->N->M->L->I->E->B->A->B->H->B->H->B->E->B->E->F->C->D->G->K->P->O,212.74,Y->G->J->O,6.3852
1289,187.35,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1290,187.46,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1291,187.58,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1292,187.67,3.00,1.00,0.100,10000,1060.17,Y->G->D->A->C->B->F->E->I->L->H->B->E->N->M->Q->R->U->W->S->P->O,212.74,Y->G->J->O,4.9834
1293,187.67,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1294,187.78,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1295,187.87,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1296,187.98,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1297,188.08,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1298,188.20,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1299,188.32,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1300,188.40,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1301,188.51,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1302,188.62,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1303,188.72,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1304,188.82,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1305,188.92,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1306,188.95,3.00,1.00,0.100,10000,1961.11,Y->G->S->T->S->V->S->W->U->R->Q->M->E->I->L->H->B->C->D->A->C->F->J->N->E->F->C->B->C->D->C->B->C->D->Y->G->K->P->O,212.74,Y->G->J->O,9.2182
1307,189.01,3.00,1.00,0.100,10000,1430.49,Y->G->D->A->B->C->F->J->N->M->L->I->E->F->E->B->H->B->H->B->H->L->U->Q->R->O,212.74,Y->G->J->O,6.7240
1308,189.04,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1309,189.14,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1310,189.24,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1311,189.36,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1312,189.45,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1313,189.56,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1314,189.65,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1315,189.77,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1316,189.88,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1317,189.97,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1318,190.08,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1319,190.20,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1320,190.29,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1321,190.40,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1322,190.49,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1323,190.60,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1324,190.70,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1325,190.81,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1326,190.93,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1327,191.01,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1328,191.13,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1329,191.24,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1330,191.33,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1331,191.44,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1332,191.54,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1333,191.65,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1334,191.76,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1335,191.85,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1336,191.97,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1337,192.07,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1338,192.17,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1339,192.27,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1340,192.38,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1341,192.47,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1342,192.59,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1343,192.70,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1344,192.79,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1345,192.90,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1346,193.01,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1347,193.11,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1348,193.22,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1349,193.31,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1350,193.42,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1351,193.51,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1352,193.63,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1353,193.75,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1354,193.83,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1355,193.95,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1356,194.06,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1357,194.15,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1358,194.26,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1359,194.35,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1360,194.47,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1361,194.58,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1362,194.67,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1363,194.79,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1364,194.89,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1365,194.99,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1366,195.09,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1367,195.20,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1368,195.29,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1369,195.41,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1370,195.51,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1371,195.61,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1372,195.72,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1373,195.83,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1374,195.93,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1375,196.04,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1376,196.13,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1377,196.24,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1378,196.33,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1379,196.45,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1380,196.57,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1381,196.65,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1382,196.77,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1383,196.88,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1384,196.97,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1385,197.08,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1386,197.17,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1387,197.29,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1388,197.40,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1389,197.49,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1390,197.61,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1391,197.71,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1392,197.81,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1393,197.91,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1394,198.01,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1395,198.11,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1396,198.23,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1397,198.33,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1398,198.43,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1399,198.54,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1400,198.65,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1401,198.75,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1402,198.85,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1403,198.95,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1404,199.06,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1405,199.15,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1406,199.27,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1407,199.39,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1408,199.47,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1409,199.59,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1410,199.62,3.00,1.00,0.100,10000,3539.45,Y->D->G->K->P->S->V->S->W->U->R->Q->M->E->I->L->H->B->F->J->N->E->N->Q->U->W->U->W->U->W->U->L->U->L->U->W->U->L->H->L->U->M->E->I->E->N->E->M->L->U->M->Q->M->L->M->Q->N->J->O,212.74,Y->G->J->O,16.6372
1411,199.69,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1412,199.79,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1413,199.90,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1414,199.99,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1415,200.11,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1416,200.22,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1417,200.31,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1418,200.43,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1419,200.53,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1420,200.63,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1421,200.73,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1422,200.83,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1423,200.93,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1424,201.05,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1425,201.15,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1426,201.25,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1427,201.35,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
1428,201.47,3.00,1.00,0.100,10000,223.74,Y->G->K->P->O,212.74,Y->G->J->O,1.0517
